time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Trial_ID,Age,Height,Weight,Gender,User_ID,Activity_D01,Activity_D04,Activity_D09,Activity_D10,Activity_D11
6.943,-9.4,-2.7,0.7,-0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.023,-9.4,-2.7,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.024,-9.4,-2.7,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.026,-9.4,-2.8,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.028,-9.5,-2.8,0.6,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.029,-9.4,-2.7,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.122,-9.5,-2.6,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.124,-9.5,-2.6,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.126,-9.5,-2.6,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.13,-9.5,-2.6,0.7,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.131,-9.5,-2.5,0.7,0.0,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.226,-9.4,-2.6,0.7,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.229,-9.4,-2.6,0.7,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.231,-9.4,-2.6,0.7,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.233,-9.3,-2.7,0.7,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.234,-9.3,-2.8,0.7,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.323,-9.3,-2.7,0.7,0.0,0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.324,-9.4,-2.7,0.8,0.0,0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.326,-9.5,-2.7,0.8,0.0,0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.327,-9.5,-2.9,0.7,-0.0,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.329,-9.5,-2.8,0.7,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.463,-9.5,-2.7,0.8,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.47,-9.4,-2.8,0.8,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.471,-9.4,-2.9,0.8,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.473,-9.4,-2.8,0.9,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.522,-9.3,-2.9,0.9,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.524,-9.3,-2.8,0.9,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.526,-9.3,-2.9,0.8,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.527,-9.2,-2.9,0.8,-0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.529,-9.2,-2.9,0.8,-0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.623,-9.3,-2.9,0.8,0.0,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.624,-9.4,-2.8,0.9,0.0,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.626,-9.6,-2.8,0.8,0.0,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.628,-9.5,-2.8,0.9,0.0,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.629,-9.4,-2.8,0.9,0.0,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.722,-9.4,-2.8,0.9,-0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.724,-9.4,-2.8,0.8,-0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.725,-9.4,-2.8,0.9,-0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.737,-9.3,-2.8,0.8,-0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.739,-9.3,-2.8,0.8,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.828,-9.3,-2.8,0.8,0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.83,-9.3,-2.7,0.9,0.1,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.832,-9.3,-2.6,0.9,0.1,0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.834,-9.3,-2.6,0.9,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.835,-9.3,-2.6,0.9,0.0,-0.0,-0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.927,-9.4,-2.6,1.0,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.928,-9.5,-2.6,1.0,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.93,-9.7,-2.8,1.1,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.932,-9.9,-2.9,1.0,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
7.933,-9.8,-2.8,1.0,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.022,-9.5,-3.0,0.9,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.024,-9.3,-2.9,0.9,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.026,-9.1,-2.8,1.0,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.027,-9.3,-2.7,0.9,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.04,-9.4,-2.7,0.8,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.127,-9.5,-2.8,0.9,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.129,-9.3,-2.6,1.1,-0.1,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.13,-9.2,-2.4,1.2,-0.0,-0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.132,-9.4,-2.6,1.1,-0.0,-0.1,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.134,-9.5,-2.6,1.0,-0.1,-0.0,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.224,-9.6,-2.7,0.9,-0.1,-0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.226,-9.5,-2.8,0.9,-0.1,-0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.229,-9.3,-2.6,0.9,-0.1,-0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.231,-9.2,-2.5,0.9,-0.1,-0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.232,-9.3,-2.4,0.8,-0.1,-0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.322,-9.3,-2.4,0.8,-0.0,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.324,-9.5,-2.5,0.8,-0.0,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.325,-9.5,-2.5,0.9,-0.0,0.1,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.327,-9.4,-2.5,1.0,-0.1,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.329,-9.3,-2.5,1.1,-0.1,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.437,-9.3,-2.5,1.0,-0.2,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.439,-9.5,-2.7,0.9,-0.2,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.441,-9.5,-2.6,0.7,-0.2,0.0,0.1,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.451,-9.4,-2.4,0.7,-0.2,0.1,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.452,-9.5,-2.4,0.7,-0.2,0.1,0.0,-0.7,0.2,-0.7,0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.522,-9.4,-2.3,0.9,-0.2,0.0,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.528,-9.2,-2.1,0.9,-0.3,0.0,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.529,-9.3,-2.2,0.8,-0.3,0.0,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.531,-9.4,-2.4,0.7,-0.3,0.0,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.532,-9.6,-2.6,0.6,-0.3,0.0,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.622,-9.5,-2.5,0.4,-0.5,0.1,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.624,-9.4,-2.2,0.2,-0.5,0.1,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.627,-9.7,-2.1,0.1,-0.5,0.1,0.1,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.635,-9.8,-2.0,0.5,-0.5,0.2,0.2,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.637,-9.5,-1.7,0.8,-0.6,0.1,0.2,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.722,-9.5,-1.9,0.6,-1.0,0.0,0.2,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.724,-9.6,-2.3,0.2,-1.0,0.0,0.2,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.729,-9.6,-2.3,-0.0,-1.1,0.1,0.2,-0.7,0.2,-0.7,-0.0,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.731,-9.5,-2.3,-0.1,-1.1,0.1,0.1,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.733,-9.6,-2.4,0.0,-0.9,0.1,0.2,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.823,-9.5,-2.6,-0.0,-0.9,0.1,0.1,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.831,-9.3,-2.5,-0.1,-0.9,0.1,0.1,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.843,-9.5,-2.4,-0.2,-0.9,0.1,0.1,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.845,-9.7,-2.3,-0.0,-0.9,0.1,0.1,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.847,-9.5,-1.8,0.0,-0.9,0.1,0.1,-0.7,0.2,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.922,-9.6,-1.7,0.1,-0.9,0.1,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.923,-9.8,-2.0,0.0,-0.9,0.1,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.925,-9.7,-2.2,-0.6,-0.9,0.1,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.927,-9.6,-2.6,-0.8,-0.9,0.1,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
8.932,-9.7,-2.5,-0.9,-1.0,0.1,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.028,-9.6,-2.3,-0.8,-0.6,0.2,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.03,-9.7,-1.7,-0.6,-0.5,0.1,0.2,-0.7,0.3,-0.7,-0.1,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.031,-9.7,-1.7,-0.3,-0.5,0.1,0.2,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.033,-9.7,-2.2,-0.4,-0.5,0.1,0.2,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.127,-9.5,-2.3,-0.6,-0.5,0.1,0.1,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.129,-9.5,-2.3,-0.8,-0.5,0.1,0.1,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.131,-9.6,-2.3,-0.9,-0.3,0.1,0.1,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.132,-9.5,-2.1,-0.8,-0.3,0.1,0.1,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.134,-9.5,-2.0,-0.7,-0.2,0.1,0.1,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.222,-9.7,-2.0,-0.6,-0.2,0.0,0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.224,-9.5,-2.2,-0.7,-0.2,0.0,0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.233,-9.7,-2.1,-0.8,-0.2,0.0,0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.235,-9.9,-2.1,-0.9,-0.2,0.0,0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.237,-9.8,-1.8,-0.9,-0.2,0.0,0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.325,-9.6,-1.7,-0.8,-0.0,0.0,-0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.327,-9.6,-1.5,-0.8,-0.0,0.0,-0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.329,-9.7,-1.5,-0.9,-0.0,0.0,-0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.33,-9.6,-1.6,-1.1,-0.1,0.0,-0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.332,-9.7,-1.7,-1.0,-0.1,0.0,-0.0,-0.7,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.436,-9.9,-1.8,-0.9,-0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.439,-9.7,-1.6,-0.9,-0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.441,-9.9,-1.7,-0.8,-0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.444,-9.8,-1.7,-0.9,-0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.446,-9.7,-1.6,-0.9,-0.0,-0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.534,-9.7,-1.5,-1.0,-0.1,-0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.536,-9.6,-1.6,-1.0,-0.1,-0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.539,-9.7,-1.8,-0.9,-0.1,-0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.54,-9.5,-1.9,-0.9,-0.1,-0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.542,-9.4,-1.8,-0.9,-0.1,-0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.622,-9.5,-1.8,-1.0,-0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.634,-9.5,-1.6,-1.0,-0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.636,-9.7,-1.5,-0.7,-0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.638,-9.7,-1.8,-0.7,-0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.64,-9.8,-2.0,-0.9,-0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.722,-9.7,-2.0,-1.0,-0.1,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.723,-9.6,-2.1,-1.2,-0.1,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.725,-9.5,-1.9,-1.0,-0.1,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.73,-9.6,-1.5,-0.8,-0.1,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.736,-9.6,-1.3,-0.7,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.822,-9.5,-1.6,-0.9,-0.0,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.825,-9.5,-1.8,-1.0,-0.0,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.828,-9.5,-1.8,-1.1,0.0,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.83,-9.7,-1.6,-1.1,0.1,0.1,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.831,-9.9,-1.5,-1.0,0.1,0.1,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.922,-9.8,-1.5,-0.9,0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.923,-9.8,-1.5,-0.9,0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.925,-9.7,-1.7,-0.9,0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.927,-9.7,-2.0,-0.9,0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
9.928,-9.6,-1.9,-1.1,0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.023,-9.6,-1.8,-1.1,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.036,-9.7,-1.7,-1.0,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.038,-9.6,-1.6,-0.9,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.04,-9.7,-1.5,-0.9,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.047,-9.6,-1.7,-1.0,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.127,-9.5,-1.8,-1.0,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.129,-9.7,-1.7,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.131,-9.8,-1.8,-1.0,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.132,-9.6,-1.7,-0.9,0.0,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.134,-9.6,-1.6,-1.0,0.0,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.222,-9.7,-1.5,-0.9,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.223,-9.6,-1.6,-0.9,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.225,-9.7,-1.7,-0.9,0.1,0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.227,-9.7,-1.7,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.228,-9.6,-1.7,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.322,-9.4,-1.7,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.324,-9.4,-1.6,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.325,-9.5,-1.4,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.327,-9.5,-1.5,-0.9,0.0,-0.0,-0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.341,-9.4,-1.5,-1.1,0.0,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.435,-9.3,-1.4,-1.3,0.1,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.437,-8.9,-1.0,-0.9,0.1,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.438,-8.8,0.2,-0.4,0.1,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.44,-8.8,0.7,-0.4,0.1,0.0,0.0,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.443,-8.5,-0.3,-0.7,0.2,-0.0,0.1,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.523,-8.6,-0.6,-1.0,-1.0,-0.0,0.1,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
10.528,-8.6,-1.2,-1.7,-1.0,-0.0,0.1,-0.6,0.3,-0.7,-0.2,2,81.0,1.73,72.0,1,25,0,1,0,0,0
